id_pedido,id_cliente,id_loja,id_funcionario,data_pedido,status,canal,valor_total,desconto,loja_nome,loja_tipo,loja_cidade,loja_estado,id_item,id_produto,quantidade,preco_venda,preco_custo,sku,produto_nome,id_categoria,categoria_nome,categoria_pai,subtotal,lucro_bruto,margem_pct,ano,mes,trimestre,dia_semana
39738,2071,6,66,2021-08-03 18:42:32,Cancelado,WhatsApp,3703.05,0.0,Escritório Central,Online,São Paulo,SP,120664,117,2,59.99,33.16,72004,Adaptador Conversor DisplayPort para VGA Fêmea,7,Cabos e Adaptadores,Cabos e Adaptadores,119.98,53.66,44.72,2021,8,3,Terça
7134,1097,4,42,2021-08-04 18:42:32,Cancelado,Loja Física,1368.97,0.0,Loja Campinas,Física,Campinas,SP,21670,60,1,1399.99,851.8,54005,Water Cooler NZXT Kraken 360 RGB,22,Refrigeração,Hardware,1399.99,548.19,39.16,2021,8,3,Quarta
43148,2312,1,20,2021-08-04 18:42:32,Cancelado,Televendas,687.39,0.0,CD Osasco,Online,Osasco,SP,130912,67,2,179.99,112.99,60001,Mouse USB Logitech G203 Lightsync 8000DPI Preto,16,Mouses,Periféricos,359.98,134.0,37.22,2021,8,3,Quarta
43148,2312,1,20,2021-08-04 18:42:32,Cancelado,Televendas,687.39,0.0,CD Osasco,Online,Osasco,SP,130913,5,1,318.99,215.79,256662,Placa de Vídeo 2GB GT740 Keepdata DDR5 128Bits,20,Placas de Vídeo,Hardware,318.99,103.2,32.35,2021,8,3,Quarta
10689,3245,5,59,2021-08-05 18:42:32,Cancelado,Loja Física,330.34,0.0,Loja BH Centro,Física,Belo Horizonte,MG,32556,4,1,330.99,173.8,254599,Placa de Vídeo 2GB GT740 DDR5 128Bits HDMI/VGA/DVI,20,Placas de Vídeo,Hardware,330.99,157.19,47.49,2021,8,3,Quinta
49311,1453,4,48,2021-08-05 18:42:32,Cancelado,Loja Física,226.64,0.0,Loja Campinas,Física,Campinas,SP,149563,1,2,84.99,49.55,258109,Placa de Vídeo 4GB RX550 Star DDR5 AMD,20,Placas de Vídeo,Hardware,169.98,70.88,41.7,2021,8,3,Quinta
49311,1453,4,48,2021-08-05 18:42:32,Cancelado,Loja Física,226.64,0.0,Loja Campinas,Física,Campinas,SP,149564,71,1,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,59.99,21.7,36.17,2021,8,3,Quinta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68221,45,4,489.99,330.94,52006,SSD 1TB WD Blue SN580 M.2 NVMe PCIe WDS100T3B0E,3,Armazenamento,Hardware,1959.96,636.2,32.46,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68222,25,1,6955.99,4145.02,55873,Placa de Vídeo 16GB RTX5070Ti MSI Ventus 3X OC,20,Placas de Vídeo,Hardware,6955.99,2810.97,40.41,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68223,34,9,219.99,120.47,51001,Memória DDR4 8GB Kingston 2666MHz KVR26N19S6/8,14,Memória RAM,Hardware,1979.91,895.68,45.24,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68224,21,1,2316.99,1303.33,81940,Placa de Vídeo 8GB RTX5060 Palit Dual OC,20,Placas de Vídeo,Hardware,2316.99,1013.66,43.75,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68225,100,3,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,200.97,95.73,47.63,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68226,79,6,91.99,59.06,61005,Teclado Bluetooth FTX FTXB09 Português Preto,27,Teclados,Periféricos,551.94,197.58,35.8,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68227,87,3,499.99,312.21,63003,Webcam Logitech C920 HD Pro Full HD 1080p USB,31,Webcams,Periféricos,1499.97,563.34,37.56,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68228,10,2,710.99,394.94,52242,Placa de Vídeo 8GB RX580 Biostar Radeon Gaming DDR5,20,Placas de Vídeo,Hardware,1421.98,632.1,44.45,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68229,101,7,55.99,29.41,70009,Tinta HP GT53 Black 1VV22AL 90ml,29,Tintas,Impressão,391.93,186.06,47.47,2021,8,3,Sexta
22488,3028,1,13,2021-08-06 18:42:32,Cancelado,Televendas,14924.28,632.79,CD Osasco,Online,Osasco,SP,68230,71,2,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,119.98,43.4,36.17,2021,8,3,Sexta
47027,2434,5,57,2021-08-06 18:42:32,Cancelado,Loja Física,1948.28,1.09,Loja BH Centro,Física,Belo Horizonte,MG,142593,47,1,399.99,221.93,52008,HD 2TB Western Digital Blue 5400RPM WD20EZAZ,3,Armazenamento,Hardware,399.99,178.06,44.52,2021,8,3,Sexta
47027,2434,5,57,2021-08-06 18:42:32,Cancelado,Loja Física,1948.28,1.09,Loja BH Centro,Física,Belo Horizonte,MG,142594,73,28,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,559.72,234.36,41.87,2021,8,3,Sexta
47027,2434,5,57,2021-08-06 18:42:32,Cancelado,Loja Física,1948.28,1.09,Loja BH Centro,Física,Belo Horizonte,MG,142595,37,3,459.99,306.43,51004,Memória DDR5 16GB Kingston Fury Beast 5200MHz KF552C40BB,14,Memória RAM,Hardware,1379.97,460.68,33.38,2021,8,3,Sexta
29392,1656,1,8,2021-08-08 18:42:32,Cancelado,Marketplace,249.94,0.0,CD Osasco,Online,Osasco,SP,89155,100,2,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,133.98,63.82,47.63,2021,8,3,Domingo
29392,1656,1,8,2021-08-08 18:42:32,Cancelado,Marketplace,249.94,0.0,CD Osasco,Online,Osasco,SP,89156,71,2,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,119.98,43.4,36.17,2021,8,3,Domingo
36507,2889,6,62,2021-08-10 18:42:32,Cancelado,Marketplace,177.3,0.0,Escritório Central,Online,São Paulo,SP,110837,71,3,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,179.97,65.1,36.17,2021,8,3,Terça
18925,369,3,35,2021-08-11 18:42:32,Cancelado,Loja Física,625.09,0.0,Loja Santo André,Física,Santo André,SP,57183,115,4,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,159.96,58.0,36.26,2021,8,3,Quarta
18925,369,3,35,2021-08-11 18:42:32,Cancelado,Loja Física,625.09,0.0,Loja Santo André,Física,Santo André,SP,57184,37,1,459.99,306.43,51004,Memória DDR5 16GB Kingston Fury Beast 5200MHz KF552C40BB,14,Memória RAM,Hardware,459.99,153.56,33.38,2021,8,3,Quarta
35923,625,5,56,2021-08-11 18:42:32,Cancelado,Loja Física,827.35,0.0,Loja BH Centro,Física,Belo Horizonte,MG,109055,8,1,457.99,277.03,256664,Placa de Vídeo 4GB GTX750Ti Keepdata DDR5 128Bits,20,Placas de Vídeo,Hardware,457.99,180.96,39.51,2021,8,3,Quarta
35923,625,5,56,2021-08-11 18:42:32,Cancelado,Loja Física,827.35,0.0,Loja BH Centro,Física,Belo Horizonte,MG,109056,126,3,89.99,55.34,73006,Cartão Micro SD 128GB Samsung EVO Plus 100MB/s,4,Armazenamento Portátil,Armazenamento Portátil,269.97,103.95,38.5,2021,8,3,Quarta
35923,625,5,56,2021-08-11 18:42:32,Cancelado,Loja Física,827.35,0.0,Loja BH Centro,Física,Belo Horizonte,MG,109057,106,1,89.99,49.52,71004,Switch 5P Mercusys MS105G Gigabit Desktop,24,Switches,Redes,89.99,40.47,44.97,2021,8,3,Quarta
8267,2654,1,1,2021-08-12 18:42:32,Cancelado,WhatsApp,138.39,0.0,CD Osasco,Online,Osasco,SP,25205,75,4,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,111.96,42.08,37.58,2021,8,3,Quinta
8267,2654,1,1,2021-08-12 18:42:32,Cancelado,WhatsApp,138.39,0.0,CD Osasco,Online,Osasco,SP,25206,121,1,27.99,15.71,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,4,Armazenamento Portátil,Armazenamento Portátil,27.99,12.28,43.87,2021,8,3,Quinta
6783,45,6,63,2021-08-13 18:42:32,Cancelado,Televendas,1373.6,0.0,Escritório Central,Online,São Paulo,SP,20599,102,1,57.99,37.65,70010,Bobina Papel Térmico 80mm x 40m (50 unidades),19,Papéis e Bobinas,Impressão,57.99,20.34,35.08,2021,8,3,Sexta
6783,45,6,63,2021-08-13 18:42:32,Cancelado,Televendas,1373.6,0.0,Escritório Central,Online,São Paulo,SP,20600,52,1,749.99,467.58,53004,Fonte de Alimentação 750W Corsair RM750x 80 Plus Gold,10,Fontes de Alimentação,Hardware,749.99,282.41,37.66,2021,8,3,Sexta
6783,45,6,63,2021-08-13 18:42:32,Cancelado,Televendas,1373.6,0.0,Escritório Central,Online,São Paulo,SP,20601,126,2,89.99,55.34,73006,Cartão Micro SD 128GB Samsung EVO Plus 100MB/s,4,Armazenamento Portátil,Armazenamento Portátil,179.98,69.3,38.5,2021,8,3,Sexta
6783,45,6,63,2021-08-13 18:42:32,Cancelado,Televendas,1373.6,0.0,Escritório Central,Online,São Paulo,SP,20602,44,1,399.99,249.6,52005,SSD 500GB Samsung 870 EVO SATA III MZ-77E500B/AM,3,Armazenamento,Hardware,399.99,150.39,37.6,2021,8,3,Sexta
19085,2396,3,39,2021-08-13 18:42:32,Cancelado,Loja Física,2280.82,0.0,Loja Santo André,Física,Santo André,SP,57670,126,3,89.99,55.34,73006,Cartão Micro SD 128GB Samsung EVO Plus 100MB/s,4,Armazenamento Portátil,Armazenamento Portátil,269.97,103.95,38.5,2021,8,3,Sexta
19085,2396,3,39,2021-08-13 18:42:32,Cancelado,Loja Física,2280.82,0.0,Loja Santo André,Física,Santo André,SP,57671,125,3,59.99,39.33,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,4,Armazenamento Portátil,Armazenamento Portátil,179.97,61.98,34.44,2021,8,3,Sexta
19085,2396,3,39,2021-08-13 18:42:32,Cancelado,Loja Física,2280.82,0.0,Loja Santo André,Física,Santo André,SP,57672,148,1,1803.99,1169.27,79003,"TV LED 50"" Samsung 50DU7000 Smart BT UHD 4K USB",25,TVs e Displays,TVs e Displays,1803.99,634.72,35.18,2021,8,3,Sexta
19579,3453,4,46,2021-08-14 18:42:32,Cancelado,Loja Física,702.31,0.0,Loja Campinas,Física,Campinas,SP,59251,64,1,699.99,415.42,55003,Gabinete Gamer Corsair 4000D Airflow Mid-Tower ATX,11,Gabinetes,Hardware,699.99,284.57,40.65,2021,8,3,Sábado
30710,335,2,25,2021-08-14 18:42:32,Cancelado,Loja Física,203.0,0.0,Loja Paulista,Física,São Paulo,SP,93120,61,4,49.99,33.51,54006,Pasta Térmica Corsair TM30 High Performance 3g,22,Refrigeração,Hardware,199.96,65.92,32.97,2021,8,3,Sábado
37544,3402,4,45,2021-08-16 18:42:32,Cancelado,Loja Física,10824.78,0.0,Loja Campinas,Física,Campinas,SP,113878,26,1,10828.99,6869.06,46974,Placa de Vídeo 16GB RTX5080 MSI Inspire 3X OC,20,Placas de Vídeo,Hardware,10828.99,3959.93,36.57,2021,8,3,Segunda
37544,3402,4,45,2021-08-16 18:42:32,Cancelado,Loja Física,10824.78,0.0,Loja Campinas,Física,Campinas,SP,113879,102,2,57.99,37.65,70010,Bobina Papel Térmico 80mm x 40m (50 unidades),19,Papéis e Bobinas,Impressão,115.98,40.68,35.08,2021,8,3,Segunda
37544,3402,4,45,2021-08-16 18:42:32,Cancelado,Loja Física,10824.78,0.0,Loja Campinas,Física,Campinas,SP,113880,71,2,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,119.98,43.4,36.17,2021,8,3,Segunda
2424,3396,2,28,2021-08-17 18:42:32,Cancelado,Loja Física,687.8,0.0,Loja Paulista,Física,São Paulo,SP,7356,145,2,249.99,136.94,78002,Telefone S/Fio Panasonic KX-TGB110LAB Preto Bivolt,28,Telefonia e VoIP,Telefonia e VoIP,499.98,226.1,45.22,2021,8,3,Terça
2424,3396,2,28,2021-08-17 18:42:32,Cancelado,Loja Física,687.8,0.0,Loja Paulista,Física,São Paulo,SP,7357,137,3,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,119.97,51.6,43.01,2021,8,3,Terça
2424,3396,2,28,2021-08-17 18:42:32,Cancelado,Loja Física,687.8,0.0,Loja Paulista,Física,São Paulo,SP,7358,75,2,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,55.98,21.04,37.58,2021,8,3,Terça
2424,3396,2,28,2021-08-17 18:42:32,Cancelado,Loja Física,687.8,0.0,Loja Paulista,Física,São Paulo,SP,7359,114,1,24.99,14.35,72001,Cabo HDMI 2.0 4K 1.8m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,24.99,10.64,42.58,2021,8,3,Terça
10425,3269,4,45,2021-08-18 18:42:32,Cancelado,Loja Física,962.83,0.0,Loja Campinas,Física,Campinas,SP,31768,122,1,49.99,32.03,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,4,Armazenamento Portátil,Armazenamento Portátil,49.99,17.96,35.93,2021,8,3,Quarta
10425,3269,4,45,2021-08-18 18:42:32,Cancelado,Loja Física,962.83,0.0,Loja Campinas,Física,Campinas,SP,31769,120,4,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,79.96,34.96,43.72,2021,8,3,Quarta
10425,3269,4,45,2021-08-18 18:42:32,Cancelado,Loja Física,962.83,0.0,Loja Campinas,Física,Campinas,SP,31770,112,3,28.99,15.85,71010,Cabo de Rede RJ-45 5m Cat6 Azul,6,Cabos de Rede,Redes,86.97,39.42,45.33,2021,8,3,Quarta
10425,3269,4,45,2021-08-18 18:42:32,Cancelado,Loja Física,962.83,0.0,Loja Campinas,Física,Campinas,SP,31771,146,1,738.99,421.51,79001,"TV LED 32"" Samsung UN32T4202 HD Smart Wi-Fi",25,TVs e Displays,TVs e Displays,738.99,317.48,42.96,2021,8,3,Quarta
14491,2568,1,14,2021-08-18 18:42:32,Cancelado,Marketplace,101.32,0.0,CD Osasco,Online,Osasco,SP,44048,114,4,24.99,14.35,72001,Cabo HDMI 2.0 4K 1.8m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,99.96,42.56,42.58,2021,8,3,Quarta
7399,1152,5,54,2021-08-19 18:42:32,Cancelado,Loja Física,4545.89,84.13,Loja BH Centro,Física,Belo Horizonte,MG,22528,149,23,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,1080.77,385.25,35.65,2021,8,3,Quinta
7399,1152,5,54,2021-08-19 18:42:32,Cancelado,Loja Física,4545.89,84.13,Loja BH Centro,Física,Belo Horizonte,MG,22529,100,3,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,200.97,95.73,47.63,2021,8,3,Quinta
7399,1152,5,54,2021-08-19 18:42:32,Cancelado,Loja Física,4545.89,84.13,Loja BH Centro,Física,Belo Horizonte,MG,22530,62,4,399.99,271.88,55001,Gabinete Gamer DeepCool CC560 Mid-Tower ATX Vidro Temperado,11,Gabinetes,Hardware,1599.96,512.44,32.03,2021,8,3,Quinta
7399,1152,5,54,2021-08-19 18:42:32,Cancelado,Loja Física,4545.89,84.13,Loja BH Centro,Física,Belo Horizonte,MG,22531,123,2,89.99,59.59,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,4,Armazenamento Portátil,Armazenamento Portátil,179.98,60.8,33.78,2021,8,3,Quinta
7399,1152,5,54,2021-08-19 18:42:32,Cancelado,Loja Física,4545.89,84.13,Loja BH Centro,Física,Belo Horizonte,MG,22532,81,1,849.99,458.18,62002,"Monitor 24"" LG 24MP400-B IPS Full HD HDMI",15,Monitores,Periféricos,849.99,391.81,46.1,2021,8,3,Quinta
7399,1152,5,54,2021-08-19 18:42:32,Cancelado,Loja Física,4545.89,84.13,Loja BH Centro,Física,Belo Horizonte,MG,22533,10,2,710.99,394.94,52242,Placa de Vídeo 8GB RX580 Biostar Radeon Gaming DDR5,20,Placas de Vídeo,Hardware,1421.98,632.1,44.45,2021,8,3,Quinta
22688,377,6,75,2021-08-19 18:42:32,Cancelado,WhatsApp,208.07,0.0,Escritório Central,Online,São Paulo,SP,68817,120,1,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,19.99,8.74,43.72,2021,8,3,Quinta
22688,377,6,75,2021-08-19 18:42:32,Cancelado,WhatsApp,208.07,0.0,Escritório Central,Online,São Paulo,SP,68818,102,1,57.99,37.65,70010,Bobina Papel Térmico 80mm x 40m (50 unidades),19,Papéis e Bobinas,Impressão,57.99,20.34,35.08,2021,8,3,Quinta
22688,377,6,75,2021-08-19 18:42:32,Cancelado,WhatsApp,208.07,0.0,Escritório Central,Online,São Paulo,SP,68819,101,2,55.99,29.41,70009,Tinta HP GT53 Black 1VV22AL 90ml,29,Tintas,Impressão,111.98,53.16,47.47,2021,8,3,Quinta
22688,377,6,75,2021-08-19 18:42:32,Cancelado,WhatsApp,208.07,0.0,Escritório Central,Online,São Paulo,SP,68820,120,1,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,19.99,8.74,43.72,2021,8,3,Quinta
21279,2957,1,17,2021-08-20 18:42:32,Cancelado,Marketplace,1374.79,0.0,CD Osasco,Online,Osasco,SP,64453,75,1,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,27.99,10.52,37.58,2021,8,3,Sexta
21279,2957,1,17,2021-08-20 18:42:32,Cancelado,Marketplace,1374.79,0.0,CD Osasco,Online,Osasco,SP,64454,144,1,899.99,595.34,78001,Telefone IP Intelbras TIP 435i Colorido Wi-Fi,28,Telefonia e VoIP,Telefonia e VoIP,899.99,304.65,33.85,2021,8,3,Sexta
21279,2957,1,17,2021-08-20 18:42:32,Cancelado,Marketplace,1374.79,0.0,CD Osasco,Online,Osasco,SP,64455,121,2,27.99,15.71,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,4,Armazenamento Portátil,Armazenamento Portátil,55.98,24.56,43.87,2021,8,3,Sexta
21279,2957,1,17,2021-08-20 18:42:32,Cancelado,Marketplace,1374.79,0.0,CD Osasco,Online,Osasco,SP,64456,104,1,399.99,260.08,71002,Roteador TP-Link Archer AX23 Wi-Fi 6 AX1800 Dual Band,23,Roteadores,Redes,399.99,139.91,34.98,2021,8,3,Sexta
10582,2964,2,30,2021-08-22 18:42:32,Cancelado,Loja Física,1373.89,0.0,Loja Paulista,Física,São Paulo,SP,32237,106,2,89.99,49.52,71004,Switch 5P Mercusys MS105G Gigabit Desktop,24,Switches,Redes,179.98,80.94,44.97,2021,8,3,Domingo
10582,2964,2,30,2021-08-22 18:42:32,Cancelado,Loja Física,1373.89,0.0,Loja Paulista,Física,São Paulo,SP,32238,98,1,179.99,95.06,70006,Toner HP CE285A LaserJet P1102 Preto ~1600 pgs,30,Toners e Cartuchos,Impressão,179.99,84.93,47.19,2021,8,3,Domingo
10582,2964,2,30,2021-08-22 18:42:32,Cancelado,Loja Física,1373.89,0.0,Loja Paulista,Física,São Paulo,SP,32239,31,1,989.99,599.01,50004,Processador Intel LGA1700 Core i5-12400F 2.5GHz Box,21,Processadores,Hardware,989.99,390.98,39.49,2021,8,3,Domingo
10582,2964,2,30,2021-08-22 18:42:32,Cancelado,Loja Física,1373.89,0.0,Loja Paulista,Física,São Paulo,SP,32240,114,1,24.99,14.35,72001,Cabo HDMI 2.0 4K 1.8m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,24.99,10.64,42.58,2021,8,3,Domingo
28679,1444,3,36,2021-08-22 18:42:32,Cancelado,Loja Física,118.5,0.0,Loja Santo André,Física,Santo André,SP,86995,137,3,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,119.97,51.6,43.01,2021,8,3,Domingo
37138,3334,1,1,2021-08-22 18:42:32,Cancelado,Site,121.02,0.0,CD Osasco,Online,Osasco,SP,112641,125,2,59.99,39.33,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,4,Armazenamento Portátil,Armazenamento Portátil,119.98,41.32,34.44,2021,8,3,Domingo
37992,2004,2,28,2021-08-23 18:42:32,Cancelado,Loja Física,174.9,0.0,Loja Paulista,Física,São Paulo,SP,115230,71,3,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,179.97,65.1,36.17,2021,8,3,Segunda
14766,2213,3,36,2021-08-24 18:42:32,Cancelado,Loja Física,991.67,0.0,Loja Santo André,Física,Santo André,SP,44864,120,2,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,39.98,17.48,43.72,2021,8,3,Terça
14766,2213,3,36,2021-08-24 18:42:32,Cancelado,Loja Física,991.67,0.0,Loja Santo André,Física,Santo André,SP,44865,117,3,59.99,33.16,72004,Adaptador Conversor DisplayPort para VGA Fêmea,7,Cabos e Adaptadores,Cabos e Adaptadores,179.97,80.49,44.72,2021,8,3,Terça
14766,2213,3,36,2021-08-24 18:42:32,Cancelado,Loja Física,991.67,0.0,Loja Santo André,Física,Santo André,SP,44866,153,3,252.99,132.87,80003,Ventilador FTX Brisa 3 Vel FS-40MF de Pé 60W 220V,9,Eletrodomésticos,Eletrodomésticos,758.97,360.36,47.48,2021,8,3,Terça
17626,1898,3,38,2021-08-25 18:42:32,Cancelado,Loja Física,604.46,0.0,Loja Santo André,Física,Santo André,SP,53259,137,5,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,199.95,86.0,43.01,2021,8,3,Quarta
17626,1898,3,38,2021-08-25 18:42:32,Cancelado,Loja Física,604.46,0.0,Loja Santo André,Física,Santo André,SP,53260,62,1,399.99,271.88,55001,Gabinete Gamer DeepCool CC560 Mid-Tower ATX Vidro Temperado,11,Gabinetes,Hardware,399.99,128.11,32.03,2021,8,3,Quarta
43515,1562,2,21,2021-08-25 18:42:32,Cancelado,Loja Física,273.93,0.0,Loja Paulista,Física,São Paulo,SP,131992,79,3,91.99,59.06,61005,Teclado Bluetooth FTX FTXB09 Português Preto,27,Teclados,Periféricos,275.97,98.79,35.8,2021,8,3,Quarta
15786,699,1,14,2021-08-26 18:42:32,Cancelado,Site,199.0,0.0,CD Osasco,Online,Osasco,SP,47856,115,5,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,199.95,72.5,36.26,2021,8,3,Quinta
31488,125,1,7,2021-08-26 18:42:32,Cancelado,Televendas,1615.24,0.0,CD Osasco,Online,Osasco,SP,95549,92,1,299.99,165.2,64004,Fone Bluetooth Anker Soundcore Life 2 Neo A3033,12,Headsets e Fones,Periféricos,299.99,134.79,44.93,2021,8,3,Quinta
31488,125,1,7,2021-08-26 18:42:32,Cancelado,Televendas,1615.24,0.0,CD Osasco,Online,Osasco,SP,95550,80,1,549.99,341.77,62001,"Monitor 17"" FTX MT17V1 Touch Capacitivo VGA/HDMI",15,Monitores,Periféricos,549.99,208.22,37.86,2021,8,3,Quinta
31488,125,1,7,2021-08-26 18:42:32,Cancelado,Televendas,1615.24,0.0,CD Osasco,Online,Osasco,SP,95551,71,1,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,59.99,21.7,36.17,2021,8,3,Quinta
31488,125,1,7,2021-08-26 18:42:32,Cancelado,Televendas,1615.24,0.0,CD Osasco,Online,Osasco,SP,95552,10,1,710.99,394.94,52242,Placa de Vídeo 8GB RX580 Biostar Radeon Gaming DDR5,20,Placas de Vídeo,Hardware,710.99,316.05,44.45,2021,8,3,Quinta
49058,877,4,46,2021-08-26 18:42:32,Cancelado,Loja Física,699.1,0.0,Loja Campinas,Física,Campinas,SP,148781,101,1,55.99,29.41,70009,Tinta HP GT53 Black 1VV22AL 90ml,29,Tintas,Impressão,55.99,26.58,47.47,2021,8,3,Quinta
49058,877,4,46,2021-08-26 18:42:32,Cancelado,Loja Física,699.1,0.0,Loja Campinas,Física,Campinas,SP,148782,123,3,89.99,59.59,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,4,Armazenamento Portátil,Armazenamento Portátil,269.97,91.2,33.78,2021,8,3,Quinta
49058,877,4,46,2021-08-26 18:42:32,Cancelado,Loja Física,699.1,0.0,Loja Campinas,Física,Campinas,SP,148783,40,2,189.99,129.01,52001,SSD 240GB Kingston A400 SATA III SA400S37/240G,3,Armazenamento,Hardware,379.98,121.96,32.1,2021,8,3,Quinta
8085,1874,1,5,2021-08-27 18:42:32,Cancelado,Site,887.92,0.0,CD Osasco,Online,Osasco,SP,24641,149,4,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,187.96,67.0,35.65,2021,8,3,Sexta
8085,1874,1,5,2021-08-27 18:42:32,Cancelado,Site,887.92,0.0,CD Osasco,Online,Osasco,SP,24642,69,1,699.99,441.85,60003,Mouse Wireless Logitech MX Master 3S 8000DPI,16,Mouses,Periféricos,699.99,258.14,36.88,2021,8,3,Sexta
10325,3245,3,37,2021-08-27 18:42:32,Cancelado,Loja Física,2158.27,0.0,Loja Santo André,Física,Santo André,SP,31465,106,3,89.99,49.52,71004,Switch 5P Mercusys MS105G Gigabit Desktop,24,Switches,Redes,269.97,121.41,44.97,2021,8,3,Sexta
10325,3245,3,37,2021-08-27 18:42:32,Cancelado,Loja Física,2158.27,0.0,Loja Santo André,Física,Santo André,SP,31466,30,1,1899.99,1221.83,50003,Processador AMD AM5 Ryzen 7 7700X 4.5GHz Box,21,Processadores,Hardware,1899.99,678.16,35.69,2021,8,3,Sexta
19305,335,4,46,2021-08-27 18:42:32,Cancelado,Loja Física,1152.32,0.0,Loja Campinas,Física,Campinas,SP,58400,115,3,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,119.97,43.5,36.26,2021,8,3,Sexta
